id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1138252,Gorgeous Lincoln Park walk up,4955989,Melissa,,Lake View,41.93749585701275,-87.65016588702244,Entire home/apt,375,13,5,2018-01-21,0.19,1,344
1138514,Great 1B Steps from Beach :),6245550,Evelyn,,Rogers Park,42.00527305447243,-87.66405307712397,Entire home/apt,59,7,24,2018-08-03,0.40,1,252
1141045,"Posh Flat, Close to Downtown (No 2)",3230291,David,,Lake View,41.94664894397104,-87.65516897099835,Private room,54,2,306,2018-09-30,4.66,4,219
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92628298946792,-87.64025891281882,Entire home/apt,50,2,425,2018-09-28,6.63,3,139
1183249,"Boystown Studio, Outstanding Value!",2658212,James,,Lake View,41.93949540547636,-87.64483465673025,Entire home/apt,99,2,400,2018-09-16,6.13,3,113
1185749,3 Bedroom Charming Vintage Hideaway,1664593,Matt & Christy,,Near West Side,41.870863779807635,-87.6830477625835,Entire home/apt,99,3,254,2018-10-01,3.89,1,66
1195259,Wicker Park - Urban Homestead!,2899484,Jason,,West Town,41.9109500020713,-87.67783247004378,Entire home/apt,135,4,161,2018-09-17,2.47,2,344
1217096,Designer Flat / Perfect Location,3230291,David,,Lake View,41.946735477462,-87.64923680508086,Private room,95,2,283,2018-09-30,4.38,4,211
1229238,Two story family home,6705392,Mario,,Portage Park,41.94734815093984,-87.75761698833045,Entire home/apt,250,1,77,2018-10-07,1.49,2,349
1229267,Single/room share,6705392,Mario,,Portage Park,41.94555520189054,-87.75419342384973,Private room,50,1,8,2017-08-05,0.16,2,356
1249397,Spacious 3BD Home in Ravenswood,6808293,Jon,,Lincoln Square,41.97008925867546,-87.67423208003076,Entire home/apt,130,1,10,2017-08-17,0.16,2,9
1267060,Stylish Penthouse w/ Private Roof Deck & City View,4656241,Patrick,,West Town,41.89239450310522,-87.66545611184154,Entire home/apt,220,2,17,2018-09-30,0.60,1,149
1291440,Urban Oasis--Wicker Park2 Vintage,906713,Stephanie,,West Town,41.90143198985404,-87.67835795128374,Private room,75,2,156,2018-10-09,2.44,2,164
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.87189818945051,-87.68486342434088,Private room,100,1,91,2018-10-04,1.46,1,362
1313143,Luxury 1BD by Navy Pier,7116753,Kristi,,Near North Side,41.89337773279007,-87.61856517490122,Entire home/apt,265,3,83,2017-08-20,1.30,1,39
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.929127069991296,-87.66920677376565,Entire home/apt,500,2,52,2018-08-31,0.86,1,336
1324435,Chicago Downtown Apartment - Minutes from Train,1291732,Jenn & Kris,,Near North Side,41.903285840866,-87.62847970750677,Entire home/apt,10,3,176,2018-09-23,2.75,10,303
1336364,Oakley Bells,1152621,Tamara,,West Town,41.89933608438081,-87.6844269723364,Entire home/apt,90,2,94,2018-10-03,1.52,1,253
1346414,Charming Andersonville 1BR - Yours,7015110,Iggy & Lindsay,,Edgewater,41.98288049615279,-87.6670775349639,Entire home/apt,120,4,93,2018-09-25,1.46,1,70
1356190,Logan Square Vintage Deluxe Suite,3069675,Gabrielle,,Logan Square,41.92082667661445,-87.68896495560284,Private room,90,1,187,2018-09-30,3.03,1,329
1359312,Jazzy Blu GuestRM/Priv BA in Bronzeville/Hyde Park,7378024,Savannah,,Washington Park,41.79752546393571,-87.62155152462698,Private room,73,2,48,2017-10-09,0.77,1,8
1361421,Queen Bed Room - Wrigley Hostel,7391164,Brendan,,Lake View,41.94633126862023,-87.65506357547741,Private room,80,1,14,2018-07-21,0.25,10,365
1369384,Private bed & bath w/garage parking,7385510,Anna,,Irving Park,41.95563845522155,-87.71154309076267,Private room,60,2,121,2018-10-08,1.92,1,329
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96952005150117,-87.67239241364959,Entire home/apt,168,3,20,2018-09-03,0.32,1,80
1398616,"Designers' Apt Near Loop, McCormick",1540192,Michael And Jackie,,Bridgeport,41.838117950745925,-87.65230955032875,Private room,49,1,240,2018-10-07,3.77,1,347
1427950,Mid Century Modern Hideaway,1222412,Elizabeth,,Edgewater,41.98495891396315,-87.66806287226251,Entire home/apt,120,3,62,2018-10-06,1.46,1,318
1428589,Charming Private Room + Parking at Ellis Place,2465946,Bonita & Frank,,Oakland,41.8278134539139,-87.60523329642723,Private room,37,1,255,2018-09-22,4.04,4,354
1431467,Eclectic Lincoln Square 2-Bedroom,7693313,Kara,,Lincoln Square,41.97100922114555,-87.68877623121074,Entire home/apt,150,2,26,2018-09-09,0.50,1,290
1434078,Trendy Downtown 2 Bedroom,5402236,Casey,,Lincoln Park,41.929892603048344,-87.64103254642647,Entire home/apt,290,4,13,2018-08-13,0.24,5,362
1461451,02b. Twin bed in Coed Space,2907254,Joe,,West Ridge,42.01589781796568,-87.68826830300209,Shared room,25,1,134,2018-01-28,2.12,16,39
1461959,Comfy Private Room mins OHare & CTA,5013982,Ninos,,Norwood Park,41.9839927742025,-87.82183431762085,Private room,75,5,12,2016-04-09,0.19,1,89
1468342,Quaint Serenity in Bronzeville,4081052,Suzetta,,Grand Boulevard,41.81266030414273,-87.61586484825878,Private room,65,2,100,2018-09-23,1.59,1,358
1475647,01b. Twin bed in Shared Foster Cat Room,2907254,Joe,,West Ridge,42.0170133851916,-87.68718262985479,Shared room,25,1,80,2018-09-19,1.27,16,38
1488883,Private Room & Bath | Beautiful Apt,517499,Derek,,Uptown,41.95523105828825,-87.65385460973059,Private room,70,3,36,2018-10-01,0.59,2,142
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91306780223341,-87.64012371228682,Entire home/apt,158,3,18,2018-09-22,0.29,8,343
1502700,The Biddle House (WHOLE HOUSE),33004,At Home Inn,,Lincoln Park,41.91405968010776,-87.63934358946477,Entire home/apt,425,3,11,2018-08-13,0.21,8,344
1503962,Luxury condo Chicago/Lincoln Square,5892784,Alin,,Lincoln Square,41.9806734377153,-87.6887492838448,Entire home/apt,108,3,61,2018-10-07,1.00,3,171
1510097,Hinterlands,1965902,Lynn,,Avondale,41.93275443244633,-87.71644904408281,Entire home/apt,97,2,151,2018-09-11,2.44,2,321
1523904,Penthouse Loft Suite w/ Private Bathroom,5721289,Scott,,West Town,41.904911417635525,-87.66601486751938,Private room,120,4,4,2018-08-14,0.08,3,361
1524276,Modern Penthouse Loft in Wicker Park,5721289,Scott,,West Town,41.90586641828368,-87.66479089266095,Private room,95,2,32,2018-10-08,0.53,3,353
1524306,Duplex Penthouse Artist Loft w/ Rooftop Deck,5721289,Scott,,West Town,41.906127748480905,-87.66607432470462,Entire home/apt,245,4,7,2018-08-06,0.13,3,351
1541692,Private room in Chicago,8217410,Aisha & Antonio,,Oakland,41.82935501334974,-87.60480317749376,Private room,62,3,73,2018-10-02,1.39,1,350
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.713475525154095,-87.6719546208833,Private room,90,2,128,2018-09-10,2.06,1,305
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85763175636918,-87.66236471517553,Private room,65,2,65,2018-09-24,7.28,2,205
1584422,Magic Factory Lofts  - Not your typical Airbnb,2810938,Carole & Basil,,Near North Side,41.906067893228986,-87.6487960907801,Entire home/apt,688,3,23,2014-11-05,0.37,1,64
1584509,The Historic Florsheim Mansion,8442094,Russ,,Near North Side,41.90697301845317,-87.62941221948311,Entire home/apt,450,2,43,2018-08-05,0.75,2,358
1587078,Gorgeous Apartment in Bucktown,4908881,Irena & Martin,,Logan Square,41.91638216922954,-87.68421723324937,Entire home/apt,149,2,244,2018-10-07,3.93,4,340
1591370,Comfy Northside Chicago Apt - Fall Special Rates!,8489460,Holly + Mark,,Rogers Park,42.01114473590218,-87.6763432615988,Entire home/apt,90,2,56,2018-10-06,0.91,1,352
1614802,Lincoln Park/De Paul area.,8595700,Carin,,Lake View,41.93574268210662,-87.6622518326072,Private room,60,3,207,2018-10-05,3.79,1,301
1623463,East Pilsen,8463536,Maximiliano,,Lower West Side,41.858996576091606,-87.64619715650912,Entire home/apt,80,2,29,2018-01-01,1.67,1,59
1641601,Private Nook in Leafy Andersonville,8626951,CC & Tun,,Uptown,41.97281705364403,-87.67256710612259,Private room,69,2,221,2018-10-10,3.58,1,355
1641696,Spacious Room in an Elegant Condo,8716277,Nirajan,,Lincoln Square,41.96811348064494,-87.6957070340098,Private room,79,2,39,2018-10-08,0.63,1,361
1648535,A block from Train Nice 2 Bedroom 2 Full Bathroom!,1837370,Armando,,Rogers Park,42.015989830944996,-87.6690133614956,Entire home/apt,70,1,97,2018-09-27,1.99,3,251
1651829,Luxury Apt on Grand Blue Line  (Fulton Market),8760813,Imran,,West Town,41.892324016719336,-87.64724514286934,Entire home/apt,92,2,7,2017-11-05,0.12,1,0
1656336,Park Views-Walk to Orange Line(MDW),8781008,Jenny,,Mckinley Park,41.825155232017735,-87.6745575505731,Entire home/apt,95,1,222,2018-09-23,3.75,2,346
1656439,Cozy & Modern Urban Oasis,517499,Derek,,Uptown,41.95607587108276,-87.64535784219866,Entire home/apt,250,7,21,2016-09-19,0.40,2,34
1663673,iKlektik House // Cardinal,8813383,Mindy + Tony,,West Town,41.89398259926219,-87.686064005659,Entire home/apt,99,2,245,2018-10-01,4.25,3,149
1668481,Cozy 2BR Apt - Humboldt Park,531832,Evan,,West Town,41.89664875175674,-87.69719040782248,Entire home/apt,82,4,102,2018-10-08,2.96,1,4
1672647,Victorian greystone near Loyola U!,2707385,Caitlin & Lisa,,Rogers Park,41.99892076701707,-87.67322141603385,Entire home/apt,109,2,189,2018-10-04,3.09,1,341
1678422,Nice room in Penthouse in Lakeview,8852597,Hector,,Lake View,41.93464726647032,-87.65754490878075,Private room,75,1,24,2017-02-28,0.39,4,88
1721045,*Recent Price Drop! Superb location!,2885441,Tracy,,West Town,41.889989666998744,-87.66253611786608,Private room,79,1,64,2018-10-09,1.05,6,355
1721109,"Large Vintage 3 bedroom unit short walk to 
Train",1837370,Armando,,Rogers Park,41.999686744254674,-87.67115873397351,Entire home/apt,100,1,129,2018-09-23,2.60,3,194
1746734,Stylish One Bedroom Apt In HydePark,9192868,Rebecca,,Hyde Park,41.799841891956845,-87.5946474732502,Entire home/apt,100,3,289,2018-09-30,4.77,1,247
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.934850384411384,-87.65965035219037,Entire home/apt,250,3,26,2018-07-25,0.50,1,324
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84773418200569,-87.68234503920006,Private room,67,2,104,2018-09-29,1.71,3,291
1778910,South Loop Cozy 2BdRm parking&WiFi&NetFlix,9339313,Leon,,Lower West Side,41.85674733538574,-87.65501477784271,Entire home/apt,69,1,342,2018-10-10,6.42,10,71
1784523,Beautiful 2 bed room apartment,8651445,Hanne,,Avondale,41.93998401834346,-87.70271904224504,Entire home/apt,93,1,82,2018-09-23,1.53,1,355
1785039,Modern 2BR/2BA in W. Wicker Park,9368604,Ed,,West Town,41.90761732433684,-87.68575305653329,Entire home/apt,129,2,240,2018-10-09,4.08,2,248
1796355,Entire 2 Bedroom Place Near Wrigley Field,2544200,Tyler+Whitney,,Lake View,41.93610513065569,-87.65440504595463,Entire home/apt,149,2,35,2015-07-06,0.58,1,0
1798506,Spacious duplex in trendy Bucktown,6926429,Evan,,West Town,41.91129026702528,-87.68337194056677,Entire home/apt,289,2,3,2016-08-21,0.10,1,0
1805794,BB's Logan Square Apartment,9464417,Barrett,,Logan Square,41.91840819144268,-87.70860630780497,Entire home/apt,110,2,34,2018-09-23,0.58,1,10
1810118,Huge Private 1BR/Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77891556365949,-87.59886221103079,Private room,59,1,249,2018-10-08,4.41,1,137
1837153,Musician's Quarters,9601147,Chester,,Hyde Park,41.7996266917381,-87.59476783997493,Entire home/apt,115,3,40,2018-10-07,0.69,1,336
1854000,Charming Unit Near Wrigley Field & Lake Michigan,9471604,James,,Lincoln Park,41.93282817840424,-87.64315195031017,Entire home/apt,130,1,146,2018-09-16,2.51,1,351
1857003,Wicker Park|Private Room|Near Train,6557364,Steve,,West Town,41.90940679816884,-87.68353966713568,Private room,70,1,433,2018-10-08,7.27,2,340
1861548,Stay amongst Wicker Park mansions!,9402510,Dátus & Stacey,,West Town,41.91055714273393,-87.67958723019504,Private room,125,2,42,2018-06-13,0.79,1,264
1885107,Studio in Old Town Chicago-close to everything,9808540,Ilona,,Near North Side,41.90214041664973,-87.63477757752146,Entire home/apt,64,24,10,2018-07-29,0.18,1,221
1900901,"Delightful Bedroom in vintage home,  Rogers Park",2453507,Estelle,,Rogers Park,42.00399979328555,-87.67503349287713,Private room,80,3,27,2017-09-03,0.50,3,344
1921670,PRIVATE 2BD APT,9959757,Jedidiah,,Irving Park,41.94763670542601,-87.70817210037092,Entire home/apt,90,2,203,2018-10-09,4.57,3,0
1944802,Penthouse South Loop Skyline View,3965428,Rob,,Near South Side,41.85452539969298,-87.62052274082514,Entire home/apt,190,60,14,2016-10-15,0.26,41,365
1954633,Lincoln Park/DePaul  - Private room & bath,3217364,Mary Kay,,Lincoln Park,41.93100909752623,-87.65878467090576,Private room,90,1,137,2018-10-03,2.54,1,349
1960332,Teri Smith | Chicago Guest House | Wrigleyville,10129776,Teri,,Lake View,41.94326885212844,-87.66080792924616,Entire home/apt,469,3,1,2018-07-14,0.33,6,330
1964520,Discover Vibrant Wrigleyville from This Guesthouse,10129776,Teri,,Lake View,41.95100362072876,-87.66203122566941,Entire home/apt,195,3,7,2018-09-23,0.38,6,328
1965410,Teri Smith | Chicago Guest House | Wrigleyville,10129776,Teri,,Lake View,41.9485259328553,-87.66162229223066,Entire home/apt,399,3,8,2018-06-24,0.28,6,307
1984545,Mansion in Bronzeville,4010906,Bobbie,,Grand Boulevard,41.81832345730765,-87.61462546613956,Entire home/apt,419,2,4,2017-06-06,0.10,6,361
1989590,Cozy Bedroom in Spacious Duplex Apt,10260239,Laura And Joel,,West Town,41.9134444727879,-87.69030794402974,Private room,55,3,162,2018-10-05,2.81,1,336
1989842,Private Bed & Bath in Edgewater/RP,10202754,Scott,,Rogers Park,41.9983147510615,-87.66428004511448,Private room,75,1,70,2016-08-28,1.62,1,0
1995991,2 Bedroom Modern Vintage Greystone,2498054,Henry,,Lake View,41.94530289808012,-87.65083559058382,Entire home/apt,65,3,224,2018-09-24,3.86,1,247
2005044,Gold Coast 2 full bedroom! Sleeps 7,6570517,Steven,,Near North Side,41.90462784341805,-87.63095819838409,Entire home/apt,221,5,60,2016-10-17,1.03,1,6
2011301,Bucktown - Great Northside Location,5166793,Carrie & Brad,,Logan Square,41.920553179588424,-87.68743499097154,Private room,75,1,149,2018-10-08,2.54,2,79
2012443,Great space in hip neighborhood!,7245979,Jason,,West Town,41.8925301714736,-87.66047827105753,Private room,55,3,166,2018-09-25,3.17,1,283
2020081,Modern space close to O'Hare,7975005,Silvia,,Norwood Park,41.975001801582415,-87.81464622105591,Entire home/apt,80,2,21,2018-05-20,0.40,1,351
2026439,Super Charming Top Floor Vintage Apartment,4354536,Rachel,,Lincoln Park,41.93266741137953,-87.64028183195911,Entire home/apt,98,30,4,2017-01-09,0.11,1,177
2051505,Sweet  2 Bedroom Condo in Uptown,10513357,Caitlin,,Uptown,41.962673344992496,-87.66526008758201,Entire home/apt,220,3,26,2018-09-16,0.47,1,173
2062638,Downtown Urban Oasis + Huge Deck!,1876597,The Adventurers,,West Town,41.89669608192303,-87.65733869153739,Entire home/apt,295,1,121,2018-09-09,2.07,2,352
2075284,"Nicely remodeled by IIT/McCormick, Free Parking!",399682,Jay,,Douglas,41.82795513095888,-87.61841316305433,Private room,60,2,105,2018-09-12,1.93,3,327
2075573,Spacious Private Room + Parking at Ellis Place,2465946,Bonita & Frank,,Oakland,41.82926180019911,-87.60858622528025,Private room,38,1,187,2018-09-24,3.20,4,350
2087914,Petite Victorian 1,10658260,Eli,,Lower West Side,41.85658299035764,-87.65422951945455,Entire home/apt,90,1,78,2018-09-23,1.46,1,343
2093894,Awesome Room & View - Lincoln Park,8549643,George & Sean,,Lincoln Park,41.91765535907053,-87.65337165290015,Private room,85,1,206,2018-10-03,3.64,25,36
2103986,Mid-Century Townhouse in Lakeview,1838943,Sunnie/Randolph,,Lake View,41.9339457862273,-87.63922901608217,Private room,75,1,115,2018-09-28,2.15,2,322
2139407,Urban Farm Fun!  Walk to Metra/CTA ,10917550,Nicky,,East Garfield Park,41.887445866171326,-87.70783668970522,Entire home/apt,83,1,327,2018-09-16,5.66,13,340
2140051,Glorious Wrigleyville Rooftop with City View,10921133,Sven And Kaluhi,,Lake View,41.93961660301286,-87.64334485322763,Entire home/apt,109,45,45,2018-06-13,0.78,2,123
2163634,Bright Spacious 2 BR,223896,Stephanie,,Norwood Park,41.99461510246733,-87.7795041358049,Entire home/apt,95,1,142,2018-10-07,2.66,1,215
2178033,Bright Lincoln Park Pied a Terre,11108716,Lauren,,Lincoln Park,41.92402518052982,-87.63782617252463,Entire home/apt,135,2,113,2018-09-02,2.03,1,0
2189522,Casa Corazón (E) near Rush / UIC,1559157,Amanda,,Lower West Side,41.847207628583654,-87.67932414123192,Private room,67,2,121,2018-10-03,2.20,3,341
2198953,"Spacious, private, comfy Logan Square apartment",9406905,Diann,,Logan Square,41.92323121763251,-87.71348164968651,Entire home/apt,120,4,77,2018-09-15,2.02,1,159
2204244,Wicker Park|Private Room|Near Train,6557364,Steve,,West Town,41.90991894527903,-87.68411149186073,Private room,73,1,408,2018-10-09,7.20,2,336
2212823,2BR/2Bth w/city view prvt roof deck,11287511,Brian,,West Town,41.89308753293175,-87.65061846870262,Entire home/apt,249,2,50,2018-09-03,1.02,2,103
2227179,Ukrainian Village Apartment,11365636,Christiane & Anders,,West Town,41.89984396037769,-87.6764016183993,Entire home/apt,100,5,38,2018-09-17,0.67,1,183
2238443,Location and Luxury GoldCoast condo with Parking,8716401,Jay,,Near North Side,41.90098552823037,-87.63384595753456,Entire home/apt,150,1,29,2018-09-16,0.56,1,15
2242041,Sunny & stylish guest room with private bath,65172,Erin,,West Town,41.89932143408032,-87.66912723368742,Private room,60,1,53,2018-09-30,4.40,1,166
2269742,"Gorgeous views,  sky-high style!",178727,Benjamin,,Near South Side,41.85958965085913,-87.62234248434443,Entire home/apt,197,2,24,2018-08-26,0.43,1,10
2298310,"Hyde Park, Chicago. Free bikes.",1385332,Patt,,Kenwood,41.803786986904136,-87.60386210115014,Private room,29,1,16,2018-09-25,0.29,8,160
2305194,4 Bed Private Room - Wrigley Hostel,7391164,Brendan,,Lake View,41.94699269136082,-87.65502941276914,Private room,96,1,32,2018-08-13,0.59,10,363
2305230,10 Bed Shared Room - Wrigley Hostel,7391164,Brendan,,Lake View,41.94655533278102,-87.6550865903887,Shared room,27,1,69,2018-09-09,1.48,10,357
2305280,6 Bed Shared Dorm - Wrigley Hostel,7391164,Brendan,,Lake View,41.946618775367966,-87.65540679916141,Shared room,50,1,80,2018-08-31,1.44,10,349
2320101,2 Bed Private Dorm - Wrigley Hostel,7391164,Brendan,,Lake View,41.94703187136813,-87.65496182758068,Private room,60,1,28,2018-09-11,0.53,10,365
2364469,8 Bed Shared Dorm - Wrigley Hostel,7391164,Brendan,,Lake View,41.94616913561851,-87.65471798239669,Shared room,25,1,64,2018-09-10,1.14,10,365
2396340,"Unique, Handcrafted Art Gallery Condo in River West Chicago",5228189,Matthew,,West Town,41.89648365253457,-87.65651337618031,Entire home/apt,302,1,261,2018-10-07,4.69,4,311
2429295,Old school Chicago apartment,12416635,David,,Near West Side,41.86755506074705,-87.68661934248824,Private room,79,1,40,2018-08-09,0.74,3,121
2437230,City Hideaway,7000138,Brock & Kim,,North Center,41.94263588038839,-87.68335841915909,Entire home/apt,105,1,62,2018-09-17,1.17,1,136
2453598,RIVER NORTH MODERN 1BD | GYM & POOL & 3 Beds,3965428,Rob,,Near West Side,41.887700751597976,-87.6427556491171,Entire home/apt,160,150,7,2018-05-29,0.13,41,364
